合计,0岁,1-4岁,5-9岁,10-14岁,15-19岁,20-24岁,25-29岁,30-34岁,35-39岁,40-44岁,45-49岁,50-54岁,55-59岁,60-64岁,65-69岁,70-74岁,75-79岁,80-84岁,85-89岁,90-94岁,95-99岁,100岁及以上
37327379,334718,1471510,1669727,2013440,3331277,3941487,2827013,2542726,3293127,3390021,2957295,2488577,2269642,1612982,1219790,945882,597003,272582,113214,28260,6766,340
